1,grass,4,,,,,,,,,,,,,,,,,,,,,,,
T,T,%P;;21;12;village1,%P;;22;12;village1,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T
T,T,,,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T
T,T,,,,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T
T,T,,,,T,T,T,T,T,T,T,T,T,T,T,,,,,,,,T,T,T
T,T,,,,,,,,,T,T,T,,,,,,,,,,,,T,T
T,T,T,,,,,,,,,,,,,,,,,T,,,,,,T
T,T,T,T,,,,,,,,,,,,,,T,T,T,T,,,,,T
T,T,T,T,T,T,,,,,,,T,T,T,T,T,T,,,T,,,,,T
T,T,T,T,T,T,T,T,T,,,T,T,,,,T,T,,,,,,,,T
T,T,T,T,T,T,T,T,T,T,T,T,,,,,,,,,,,,,,T
T,T,T,T,T,T,T,T,T,T,T,,,,,,,,,,,,,,,T
T,T,T,T,T,T,T,T,T,,,,,,T,,,,,,,,T,T,T,T
T,T,T,T,T,T,T,T,T,,,,T,T,T,T,T,T,,,T,T,T,T,T,T
T,T,T,T,T,T,T,T,T,T,%P;;1;1;trail3,%P;;2;1;trail3,T,T,T,T,T,T,T,T,T,T,T,T,T,T
