3,grass,4,,,,,,,,,,,,,,,,,,,,,,,
T,T,%P;;18;12;trail7,%P;;19;12;trail7,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T
T,,,,,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T
T,,,,,,T,,,T,,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T
T,,,,T,,,,,,,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T
T,T,,,,,,,,,,,T,T,,,T,T,T,T,T,T,T,T,T,T
T,T,,,,,,,,,,,,,,,T,T,T,T,T,T,T,T,T,T
T,T,T,T,T,,,,,,,,,,,,,T,T,T,T,T,T,T,T,T
T,T,T,T,T,T,,,,,,,,,,,,,,,T,T,T,T,T,T
T,T,T,T,T,T,T,,,T,T,,,,,,,,,T,T,T,T,T,T,T
T,T,T,T,T,T,T,T,,,,,T,,,,,,,,,,T,T,T,T
T,T,T,T,T,T,T,T,T,,,,,,T,,,,,,,,T,T,T,T
T,T,T,T,T,T,T,T,T,T,,T,T,,T,T,,,,,,,,T,T,T
T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,,,,T,T,T
T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,%P;;2;1;village3,%P;;3;1;village3,T,T,T
