1,grass,1,,,,,,,,,,,,,,,,,,,,,,,
T,T,T,T,T,T,T,T,T,T,T,T,%P;;3;12;hysperia,%P;;4;12;hysperia,T,T,T,T,T,T,T,T,T,T,T,T
T,T,T,T,T,.,T,T,T,T,T,%S;hysperiasign,,,T,T,T,T,T,T,T,T,T,T,T,T
T,T,T,T,T,T,T,T,T,,,,,,,,,,,,T,T,T,T,T,T
T,T,T,T,T,T,T,,,,,,,,,,,,,,,T,,T,T,T
T,.,.,.,T,T,,,,,,T,,T,,T,T,T,,,,,,T,T,T
T,T,T,T,T,T,,,,,T,,,T,T,,T,.,T,,,,,,T,T
T,T,T,T,,,,,,,,,T,T,T,T,T,.,T,,,,,,,%P;;1;10;trail2
T,T,.,T,T,,T,,,,,T,T,T,T,T,T,T,T,T,,,,,,%P;;1;11;trail2
T,T,T,T,T,,,T,,,,,T,T,T,T,T,T,T,T,T,T,T,T,T,T
T,T,T,.,T,T,,,,,,,,T,T,T,T,T,T,T,T,.,T,T,T,T
T,.,T,T,T,.,T,T,,,,,,,T,T,.,T,T,T,T,T,T,T,T,T
T,T,.,T,T,T,T,T,T,,T,,,,T,T,T,T,T,T,T,.,T,T,.,T
T,T,.,T,T,T,.,T,.,T,T,T,,,T,T,T,T,T,T,.,T,T,T,.,T
T,T,T,T,T,T,T,T,T,T,T,T,%P;;12;1;village0,%P;;13;1;village0,T,T,T,T,T,T,T,T,T,T,T,T
