1,grass,5,,,,,,,,,,,,,,,,,,,,,,,
T,%P;;10;12;trail4,%P;;11;12;trail4,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T
T,,,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T
T,,,,,,T,T,,,,,,,,,T,T,T,T,T,T,T,T,T,T
T,T,,,,,,,,,,,,,,,,,,,T,T,T,T,T,T
T,T,,,,,,,,,,,,,,,,,,,,,T,T,T,T
T,T,T,,,,,,,,,,,,,,,,,,,,,T,T,T
T,T,,,,,,,,,,,,,,,,,,,,,,,,%P;;1;6;crossroads
T,T,T,,,,,,,,,,,,,,,,,,,,,,,%P;;1;7;crossroads
T,T,T,T,T,,,,,,,,,,,,,,,,,,,T,T,T
T,T,T,T,T,T,,,,,,,,,,,,,,,,,T,T,T,T
T,T,T,T,T,T,T,T,,,,,,,,,,,,,,T,T,T,T,T
T,T,T,T,T,T,T,T,T,T,,,,,,,,,,,T,T,T,T,T,T
T,T,T,T,T,T,T,T,T,T,T,,,,,T,T,T,T,T,T,T,T,T,T,T
T,T,T,T,T,T,T,T,T,T,T,T,%P;;22;1;cavemouth1,%P;;23;1;cavemouth1,T,T,T,T,T,T,T,T,T,T,T,T
