1,grass,4,,,,,,,,,,,,,,,,,,,,,,,
T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,%P;;12;12;crossroads,%P;;13;12;crossroads,T,T
T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,,,T,T
T,T,T,T,T,T,T,T,,,,T,T,T,T,T,T,,T,,,,,,T,T
T,T,T,T,T,T,T,T,,,,,,T,T,,T,,,,,,T,T,T,T
T,T,T,T,T,T,,,,,,,,T,T,,,,,,,,,,,T
T,T,T,T,T,T,,,,T,,,,T,T,T,T,T,,,,,,,,T
T,T,T,T,T,T,,,,T,T,,,T,T,T,T,,,,,T,,,,T
T,T,T,T,T,T,,,T,T,T,,,,T,T,T,T,T,,T,T,,,,T
T,,,,,,,,T,T,T,,,,,T,,T,T,,T,T,,,,T
T,T,,,,,,,T,T,T,T,,,,,,,,,,,,,T,T
%P;;24;6;trail1,,,,,T,,,T,T,T,T,T,,,T,,,,,,,,,T,T
%P;;24;7;trail1,,,,T,T,T,T,T,T,T,T,T,,T,T,T,,T,T,T,T,T,T,T,T
T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T
T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T
