1,grass,0,,,,,,,,,,,,,,,,,,,,,,,
T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,%P;;12;12;trail3,%P;;13;12;trail3,T,T
T,T,T,T,T,T,T,T,T,,,,,,T,T,T,T,T,T,T,T,,,T,T
T,T,T,T,T,T,T,T,T,T,,,T,T,,,,,T,T,T,T,,,T,T
T,T,T,T,,T,,T,T,T,T,,,,,,T,T,T,T,T,T,,,T,T
T,T,T,T,T,,,,T,T,,,,,,,T,T,T,,T,,,,T,T
T,T,T,,,,,,,,,,T,T,T,,,,,,,,,T,T,T
T,T,T,,,,,,,,,,T,T,T,T,T,,T,T,,,T,T,T,T
T,T,T,%P;;1;12;cave1,,,,,,,,T,T,T,T,T,T,T,T,,,T,T,T,T,T
T,T,T,,,,,,,,,,,T,T,T,T,T,T,T,T,T,T,T,T,T
T,T,T,,,,,,,,,T,,,T,T,T,T,T,T,T,T,T,T,T,T
T,T,T,T,T,,,,,T,T,T,T,,T,T,T,T,T,T,T,T,T,T,T,T
T,T,T,T,T,T,,,,,T,T,,,,T,T,T,T,T,T,T,T,T,T,T
T,T,T,T,T,T,T,T,,,T,T,T,,T,T,T,T,T,T,T,T,T,T,T,T
T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T
