3,cavefloor,8,,,,,,,,,,,,,,,,,,,,,,,
*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
*,*,*,*,*,*,*,*,*,*,*,*,m,m,m,m,m,m,m,*,*,*,*,*,*,*
*,*,*,*,*,*,*,*,*,m,m,m,m,,,,,,m,m,m,*,*,*,*,*
*,*,*,*,*,*,*,*,m,m,,,,,,,,,,,m,m,m,*,*,*
*,*,*,*,*,*,*,m,m,,,,,,,m,m,,,,,,m,*,*,*
*,*,*,*,*,*,m,m,,,,,m,,,,m,,,,,,,m,*,*
*,*,*,*,m,m,m,,,,,m,m,m,m,m,m,,m,m,,,,m,*,*
*,*,*,*,m,m,,,,,m,m,m,*,*,*,m,*,*,*,m,m,,m,*,*
*,*,m,m,m,,,,,m,*,*,*,*,*,*,*,*,*,*,*,m,%P;*;22;6;cavemouth2,m,*,*
*,m,m,,,,,,m,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
m,m,,,,,,m,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
m,,,,,,m,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
m,,,m,m,m,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
m,%P;;24;1;cave2,m,m,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
