1,grass,5,,,,,,,,,,,,,,,,,,,,,,,
T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,%P;;1;12;mountain1,%P;;2;12;mountain1,T
T,T,T,T,T,T,T,T,T,%N;A;alchemist;Alchemist,C,.,T,T,T,T,T,T,T,T,T,T,,,,T
T,T,T,T,T,T,T,T,%N;B;blacksmith;Blacksmith,,,,T,,,T,T,T,T,T,T,T,T,,,T
T,.,.,.,.,.,.,,%V,,,,,,,,,,T,T,T,T,,,,T
T,J,.,%P;;12;8;village1townhall,%P;;13;8;village1townhall,.,.,,,,,,%V,,.,.,.,,T,T,,,,,T,T
T,,,,,,,.,.,.,,,,,h,%P;;12;10;village1house5,.,,%V,,,,T,T,T,T
T,,,,%V,,,h,%P;;12;10;village1house2,.,,,,,,,,,,,,,,T,T,T
T,T,,,,,,,,,,%V,,,,,,,,,,,,%V,T,T
T,T,,.,.,.,,,,,,,.,.,.,,,,,%V,,,,,,T
T,T,,h,%P;;12;10;village1house1,.,,,.,.,.,,h,%P;;12;10;village1house4,.,,,,,,,,,,,T
T,T,,,,,,,h,%P;;12;10;village1house3,.,,,,,,,,,,,,T,T,T,T
T,T,T,,,,,,,,,,,,,T,T,,,,,,,T,T,T
T,T,T,T,,T,,,,,,,T,T,T,T,,,T,T,T,,,T,T,T
T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,%P;;2;1;trail4,%P;;3;1;trail4,T,T,T
