0,grass,0,,,,,,,,,,,,,,,,,,,,,,,
T,T,T,T,T,T,T,T,T,T,T,T,%P;;12;13;trail1,%P;;13;13;trail1,T,T,T,T,T,T,T,T,T,T,T,T
T,T,T,T,T,T,T,T,T,T,,,,,,,T,T,T,T,T,T,T,T,,T
T,T,T,T,T,T,T,T,T,T,,,,,,T,T,T,T,T,T,T,T,T,T,T
T,T,T,T,T,T,T,T,,,,,,,,,.,.,.,T,T,T,T,T,T,T
T,T,T,T,T,T,T,T,T,,,,,,,,h,%P;;12;10;village0house1,.,T,T,T,T,T,T,T
T,T,T,T,T,T,T,T,T,,,%N;2;hank;Hank,,,,,,,,T,T,T,T,T,T,T
T,T,T,T,T,T,T,T,T,T,,,,,,,,,T,T,T,T,T,T,T,T
T,T,T,T,T,T,T,,,,,,,,,,,,T,T,T,T,T,T,T,T
T,T,T,T,,,,,,,,,,,,,,,,T,T,T,T,T,T,T
T,T,T,,,,,,R,.,.,.,,,,,,,,%S;tutorial,,,,,,%P;;0;9;tutorial
T,T,T,T,,,,,,,,,,,,,,,,,,,T,T,T,T
T,T,T,T,T,T,,,,,,,,,,,,,,,,T,T,T,T,T
T,T,T,T,T,T,T,,,,,,,,,T,T,T,T,T,T,T,T,T,T,T
T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T
